,SEQ_NO,YEAR,ISO,COUNTRY_CDE,LAND_AREA,HARV_AREA,FERT,YIELD,AVG_TEMP_JAN,AVG_TEMP_FEB,AVG_TEMP_MAR,AVG_TEMP_APR,AVG_TEMP_MAY,AVG_TEMP_JUN,AVG_TEMP_JUL,AVG_TEMP_AUG,AVG_TEMP_SEP,AVG_TEMP_OCT,AVG_TEMP_NOV,AVG_TEMP_DEC,AVG_RF_JAN,AVG_RF_FEB,AVG_RF_MAR,AVG_RF_APR,AVG_RF_MAY,AVG_RF_JUN,AVG_RF_JUL,AVG_RF_AUG,AVG_RF_SEP,AVG_RF_OCT,AVG_RF_NOV,AVG_RF_DEC,AVG_Q1_TEMP,AVG_Q2_TEMP,AVG_Q3_TEMP,AVG_Q4_TEMP,AVG_Q4_RF,AVG_Q3_RF,AVG_Q2_RF,AVG_Q1_RF
1129,1278,1994,IRN,49,162876,563381,57.91,4.01,6.22579,6.35391,12.1004,17.8655,22.4465,26.7749,28.9916,28.3624,22.408,17.8977,13.4854,5.43515,29.0774,15.4788,45.0001,21.1311,20.2859,4.19729,0.97467,3.10396,2.27067,18.2458,42.3018,21.7861,8.2267,22.3623,26.58733333,12.27275,27.44456667,2.116433333,15.20476333,29.8521
1130,1279,1995,IRN,49,162876,565575,58.5,4.07,6.54175,7.76206,11.2775,16.8928,22.1365,26.5037,29.5858,28.8459,24.1159,17.9151,12.6214,5.82849,10.9625,35.6353,30.4888,45.372,23.3384,10.8641,1.97913,0.21098,5.23991,6.47808,4.32407,41.4253,8.527103333,21.84433333,27.51586667,12.12166333,17.40915,2.476673333,26.52483333,25.69553333
1131,1280,1996,IRN,49,162876,600328,63.13,4.47,3.90517,7.70949,10.5069,16.3442,22.5696,26.7767,28.7591,27.7597,24.8372,17.9651,11.1532,8.44413,46.7276,48.8665,75.2149,35.8863,21.1652,3.4234,5.8676,5.83143,2.39756,7.24169,6.25136,12.782,7.373853333,21.89683333,27.11866667,12.52081,8.75835,4.698863333,20.1583,56.93633333
1132,1281,1997,IRN,49,162876,563211,73.15,4.17,6.11882,6.43583,9.88919,16.5965,22.3549,27.6021,29.508,28.9193,24.1687,19.868,11.2993,7.23154,32.2493,7.88772,59.9434,30.5952,14.4565,8.40025,4.73997,0.8359,1.95329,10.9739,22.8999,32.9471,7.48128,22.1845,27.532,12.79961333,22.27363333,2.50972,17.81731667,33.36014
1133,1282,1998,IRN,49,162876,614964,75.31,4.51,4.41178,6.17092,11.582,18.6093,23.2181,28.2854,29.8963,29.1721,25.1254,19.0096,13.9698,9.98068,51.0634,44.9891,46.6844,22.5429,15.3283,2.58045,8.97418,4.54426,3.77874,5.23718,4.59228,5.93221,7.388233333,23.37093333,28.0646,14.32002667,5.25389,5.765726667,13.48388333,47.57896667
1134,1283,1999,IRN,49,162876,587151,81.43,4,6.1497,9.79592,11.7227,18.1246,23.2979,27.884,29.1658,29.1534,24.9243,19.736,12.2018,7.73849,38.2979,40.7878,49.3197,13.9956,7.61283,0.95519,5.30802,3.15172,3.85912,6.14637,16.2955,12.68,9.222773333,23.10216667,27.74783333,13.22543,11.70729,4.106286667,7.521206667,42.8018
1135,1284,2000,IRN,49,162876,534331,93.38,3.69,5.87724,7.16665,11.5019,20.311,24.3802,27.4275,29.4972,28.7317,25.0716,18.0946,10.8984,7.52417,43.7469,13.3099,18.8066,6.35852,3.61387,3.90615,1.78268,0.89768,4.28436,16.3239,24.3318,43.9058,8.18193,24.03956667,27.76683333,12.17239,28.18716667,2.321573333,4.62618,25.2878
1136,1285,2001,IRN,49,162876,514791,83.58,3.87,4.79845,7.58794,13.323,19.422,24.0826,27.425,29.306,28.298,24.5527,19.1846,12.4121,9.57064,17.6336,13.9547,24.3229,7.50891,12.5707,10.6441,3.10954,3.0181,2.18107,6.64279,11.3785,46.6944,8.569796667,23.6432,27.38556667,13.72244667,21.57189667,2.76957,10.24123667,18.63706667
1137,1286,2002,IRN,49,162876,611240,78.74,4.72,5.75831,8.39885,13.2447,17.0734,22.6728,27.1112,28.9279,28.5478,24.9861,20.4317,12.3033,5.80315,36.2179,18.9164,22.4427,47.1863,12.9392,0.97106,3.27172,1.54447,0.32147,3.22726,21.9563,27.2926,9.133953333,22.2858,27.48726667,12.84605,17.49205333,1.712553333,20.36552,25.859
1138,1287,2003,IRN,49,162876,615283,80.29,4.76,6.13388,8.41034,11.285,17.6832,21.341,26.8735,29.9345,28.1832,23.9646,20.0425,11.3212,6.97334,33.5134,28.239,40.5762,42.3771,13.5102,3.44284,1.61928,4.31507,1.18493,5.06698,13.5624,33.5735,8.60974,21.9659,27.36076667,12.77901333,17.40096,2.373093333,19.77671333,34.10953333
1139,1288,2004,IRN,49,162876,611452,103.75,4.16,7.17161,9.37317,13.8601,16.7316,22.4411,27.1536,28.1446,28.4117,23.9098,18.4298,13.2577,5.63917,58.4517,13.0527,23.887,42.9048,19.1175,3.95033,10.5779,0.44616,1.02527,3.83939,23.6921,55.0743,10.13496,22.10876667,26.82203333,12.44222333,27.53526333,4.016443333,21.99087667,31.79713333
1140,1289,2005,IRN,49,162876,628105,95.05,4.36,4.46929,5.53928,12.5384,17.9311,21.6452,26.9284,29.8182,28.0591,24.9498,19.1915,11.8375,8.95656,43.6254,31.9466,40.2752,14.5179,18.2946,3.96227,3.63509,4.17297,1.17395,1.76114,21.1015,18.4583,7.515656667,22.16823333,27.60903333,13.32852,13.77364667,2.994003333,12.25825667,38.61573333
1141,1290,2006,IRN,49,162876,630562,113.96,4.14,3.9957,9.71804,13.072,18.2143,24.0595,27.6597,29.4892,28.4343,23.9032,20.4598,11.8836,4.23512,42.4385,31.576,21.6776,32.4232,7.56854,0.45539,2.93227,1.9931,1.39003,15.3116,20.7598,47.8955,8.92858,23.31116667,27.27556667,12.19284,27.98896667,2.105133333,13.48237667,31.89736667
1142,1291,2007,IRN,49,162876,615910,90.04,4.33,3.80876,8.07499,10.9434,17.8432,23.1468,27.782,29.0448,27.8508,23.9319,17.8761,13.3252,6.26531,19.749,30.6465,49.9172,38.7253,13.6129,10.701,4.68343,2.16779,0.82286,2.88811,8.59283,20.5475,7.60905,22.924,26.9425,12.48887,10.67614667,2.558026667,21.01306667,33.43756667
1143,1292,2008,IRN,49,162876,526921,99.85,3.93,-0.2054,5.36635,15.3485,19.1239,23.6694,28.1991,29.7687,28.0488,24.8898,19.382,11.4357,6.7473,38.6508,13.1961,3.85735,8.84137,5.58752,1.97521,2.91742,1.08195,4.56748,15.6503,16.3729,19.9485,6.836483333,23.66413333,27.5691,12.52166667,17.3239,2.855616667,5.468033333,18.56808333
1144,1293,2009,IRN,49,162876,535813,75.98,3.99,4.98653,9.5709,13.3918,15.4173,23.3302,26.0075,29.5503,28.7122,24.1244,18.373,12.3743,7.80898,21.842,22.0687,41.4156,42.6764,10.4626,11.5097,1.09572,2.63775,6.81088,9.82917,27.8511,35.1118,9.31641,21.585,27.4623,12.85209333,24.26402333,3.514783333,21.54956667,28.4421
1145,1294,2010,IRN,49,162876,563517,57.83,4.42,8.22685,9.2411,14.6681,18.4911,23.1901,28.172,30.1231,27.7524,24.1283,20.6528,12.1219,8.07553,14.0587,32.2939,20.9862,32.0047,19.9406,3.82486,0.70727,6.42362,1.4822,3.64911,4.84244,5.41105,10.71201667,23.2844,27.3346,13.61674333,4.6342,2.87103,18.59005333,22.44626667
1146,1295,2011,IRN,49,162876,529998,31.73,3.57,5.34661,7.09739,11.7551,18.3013,23.9642,28.4321,29.4636,28.6809,24.257,18.4,10.2752,5.56928,30.0523,47.2864,26.9135,24.4626,15.8568,3.51853,2.80329,5.61396,3.12283,15.1419,32.0414,2.95446,8.066366667,23.56586667,27.46716667,11.41482667,16.71258667,3.846693333,14.61264333,34.75073333
1147,1296,2012,IRN,49,162876,570000,129.92,4.14,5.26433,5.36519,10.5138,18.061,23.7857,26.9119,29.2481,28.259,24.1307,18.9727,12.7341,7.17826,16.5577,37.3599,19.7746,26.3655,10.4739,6.68997,13.6231,2.07968,1.90119,13.2132,34.8708,39.9922,7.047773333,22.91953333,27.2126,12.96168667,29.35873333,5.86799,14.50979,24.56406667
1148,1297,2013,IRN,49,162876,564997,129.85,4.34,6.6637,8.89561,13.2573,17.3167,22.8868,28.39,30.1421,28.2029,25.0263,19.0828,12.3483,5.99316,19.865,24.6693,29.1025,27.3962,18.9588,2.86009,0.45166,10.6639,1.33674,3.7656,33.3303,19.5069,9.605536667,22.8645,27.79043333,12.47475333,18.8676,4.150766667,16.40503,24.5456
1149,1298,2014,IRN,49,162876,539091,130.27,4.35,5.05199,5.04736,13.0348,18.517,24.1198,28.6808,30.1945,29.3703,25.8551,18.8014,10.5509,7.29314,38.1488,15.8024,31.9591,24.3851,10.0222,5.81536,4.60635,0.27095,1.24067,16.7246,25.6829,9.56905,7.711383333,23.77253333,28.4733,12.21514667,17.32551667,2.039323333,13.40755333,28.63676667
1150,1299,2015,IRN,49,162876,529967,100.94,4.43,6.81722,8.87059,11.6158,19.1254,24.2077,29.5281,30.1542,29.0276,24.5621,19.3217,12.0019,6.52856,16.969,29.2945,42.8771,11.0238,16.65,4.95372,11.793,2.59113,2.78334,16.7046,17.5898,33.9842,9.101203333,24.28706667,27.91463333,12.61738667,22.75953333,5.72249,10.87584,29.71353333
1151,1301,1991,IRQ,50,43737,85925,24.94,2.2,9.09818,10.4621,15.538,22.2144,25.469,31.3723,33.1295,33.1899,29.5792,24.2359,17.3824,9.72284,28.27,32.4239,59.0494,15.1132,5.54646,0.42363,0.08991,0.07524,0.01796,9.4043,9.73931,42.0058,11.69942667,26.3519,31.9662,17.11371333,20.38313667,0.061036667,7.027763333,39.91443333
1152,1302,1992,IRQ,50,43737,95000,39.62,1.89,6.12592,8.42891,11.9039,19.9979,25.3144,30.1075,32.3218,32.8096,28.8426,23.7686,15.8898,9.23964,30.5161,46.7801,27.8567,14.1,19.8756,2.14802,0.12119,0.33969,0.33981,0.11936,36.0482,33.6876,8.819576667,25.13993333,31.32466667,16.29934667,23.28505333,0.266896667,12.04120667,35.05096667
1153,1303,1993,IRQ,50,43737,110000,62.14,1.87,8.24148,10.2314,14.6595,20.5357,25.1025,30.7706,33.6823,33.3528,29.8859,24.322,14.8357,10.7921,27.7647,32.1359,23.893,48.3671,35.5349,1.70872,0.63195,0.25012,0.08992,8.51305,28.6523,22.1667,11.04412667,25.4696,32.307,16.64993333,19.77735,0.323996667,28.53690667,27.9312
1154,1304,1994,IRQ,50,43737,163000,76.04,2.35,11.7635,11.6652,15.7773,23.1522,27.4748,31.3673,33.2045,33.2671,30.526,25.349,16.7684,8.26115,39.4836,23.4202,30.6139,23.0962,8.23108,0.93438,0.05237,0.04516,1.17004,15.5426,64.4981,29.2497,13.06866667,27.33143333,32.33253333,16.79285,36.43013333,0.422523333,10.75388667,31.17256667
1155,1305,1995,IRQ,50,43737,175000,69.56,1.8,10.4972,12.7536,15.6805,20.5809,27.6343,31.6226,33.3191,33.6627,29.5367,23.653,15.3108,9.67023,14.8588,32.2555,18.4048,31.5032,9.2042,2.01813,0.3245,0.02026,1.18328,0.9832,8.976,11.9762,12.9771,26.6126,32.17283333,16.21134333,7.3118,0.509346667,14.24184333,21.8397
1156,1306,1996,IRQ,50,43737,120000,73.83,2.25,9.83818,12.983,15.2987,21.0336,28.2386,31.3206,34.8204,33.9577,30.2167,23.2772,16.1406,13.7103,47.676,34.3347,55.9596,32.0067,7.89634,0.0623,0.89383,0.07715,0.7053,3.81813,9.95527,41.1957,12.70662667,26.86426667,32.99826667,17.70936667,18.32303333,0.55876,13.32178,45.9901
1157,1307,1997,IRQ,50,43737,121000,81.09,2.02,10.2496,9.49428,12.5129,19.993,27.3966,31.5376,33.5198,32.6696,29.0535,24.851,16.3498,11.3051,29.5889,20.5993,46.147,20.6698,6.27473,0.57181,0.51118,0.02087,0.30643,11.9754,30.6959,25.6108,10.75226,26.30906667,31.74763333,17.50196667,22.7607,0.279493333,9.172113333,32.11173333
1158,1308,1998,IRQ,50,43737,128000,82.43,2.34,8.79958,10.4402,14.4759,21.9698,27.9503,33.173,34.8365,34.7848,30.6946,24.7315,19.6321,13.504,49.4873,20.383,43.3401,16.3814,8.65,0.81114,0.89661,0.15945,0.30206,0.38502,5.13387,9.45746,11.23856,27.6977,33.43863333,19.2892,4.992116667,0.452706667,8.61418,37.7368
1159,1309,1999,IRQ,50,43737,130000,85.3,1.38,11.2294,13.3686,15.7403,21.8286,28.8162,32.4105,34.0949,34.7235,30.0491,25.197,16.1711,11.5168,33.9295,28.6684,26.5043,11.7276,2.10959,0.16091,0.42031,0.64534,0.23776,6.70755,8.77706,16.6059,13.4461,27.6851,32.95583333,17.6283,10.69683667,0.43447,4.666033333,29.70073333
1160,1310,2000,IRQ,50,43737,1.00E+05,90.54,0.6,9.33927,10.8985,14.6364,23.3091,28.0003,32.1499,35.679,34.4505,29.8089,23.0917,15.6551,11.2438,35.0784,15.5264,18.9451,14.0871,2.41677,0.34319,0.07038,0.16831,1.06422,8.32618,16.0984,47.1694,11.62472333,27.81976667,33.3128,16.66353333,23.86466,0.434303333,5.615686667,23.1833
1161,1311,2001,IRQ,50,43737,1.00E+05,148.65,1.28,10.2404,12.5823,18.1948,22.4632,26.886,31.941,34.0317,34.4116,30.2721,24.5886,15.5376,13.2164,24.0272,23.5362,23.2026,25.092,10.7015,0.18678,0.46019,0.10175,1.02286,5.12966,12.8656,42.5595,13.6725,27.09673333,32.90513333,17.78086667,20.18492,0.528266667,11.99342667,23.58866667
1162,1312,2002,IRQ,50,43737,1.00E+05,58.82130435,2.5,9.2374,13.1567,16.994,20.5154,26.5543,31.2052,33.9883,33.0837,30.2822,25.7512,16.4943,9.58595,35.4874,18.068,29.3909,38.7726,7.20126,0.1163,0.24204,0.08727,0.16244,5.56282,23.2484,41.2252,13.12936667,26.09163333,32.4514,17.27715,23.34547333,0.163916667,15.36338667,27.64876667
1163,1313,2003,IRQ,50,43737,29500,58.82130435,3.05,10.7494,11.9852,14.4447,21.447,27.7698,31.4698,33.6962,34.192,29.5433,25.6559,15.8979,10.9445,26.5012,36.951,39.1293,22.9835,4.03168,0.88995,0.11799,0.23095,0.09225,5.23839,26.7604,39.0496,12.3931,26.89553333,32.47716667,17.49943333,23.68279667,0.147063333,9.30171,34.19383333
1164,1314,2004,IRQ,50,43737,88000,24.36,2.84,11.4913,12.5908,17.7693,20.4484,26.287,31.3069,33.5724,33.1107,29.952,25.302,16.3917,8.52542,53.458,28.4568,13.4502,23.057,14.3992,0.27564,1.56351,0.02906,0.00409,2.18014,33.0603,20.6783,13.95046667,26.0141,32.2117,16.73970667,18.63958,0.53222,12.57728,31.78833333
1165,1315,2005,IRQ,50,43737,107000,41.61,2.89,8.9964,10.5921,15.9204,22.1409,26.7864,31.1405,34.619,33.9727,29.6235,23.8741,15.789,13.3015,33.8277,25.6667,30.3101,18.3971,9.40646,0.5342,0.23316,0.51189,0.11022,2.62533,21.4401,23.9497,11.8363,26.68926667,32.7384,17.65486667,16.00504333,0.28509,9.44592,29.93483333
1166,1316,2006,IRQ,50,43737,125750,46.25,2.89,9.61094,13.0465,16.9653,22.0289,27.8158,33.0339,33.8786,34.8759,29.7681,24.8313,14.7523,7.61292,40.5375,57.1785,15.2217,33.0461,4.9216,0.09301,0.12218,0.10342,0.06516,20.493,18.8492,23.7087,13.20758,27.6262,32.84086667,15.73217333,21.01696667,0.09692,12.68690333,37.6459
1167,1317,2007,IRQ,50,43737,124250,37.57,3.16,7.67194,12.7168,15.084,20.0464,28.6583,32.2209,33.9371,33.9094,30.6598,25.2868,16.6699,10.1578,19.1519,25.7596,25.9712,40.6254,12.1049,0.97369,0.74461,0.317,0.00077,2.36136,6.33754,17.2373,11.82424667,26.9752,32.83543333,17.3715,8.6454,0.354126667,17.90133,23.62756667
1168,1318,2008,IRQ,50,43737,84750,56.94,2.93,5.29651,10.5825,19.4262,23.8314,27.2007,32.132,34.2011,34.5842,30.5865,24.3816,16.1664,10.553,25.3594,18.5409,7.47449,5.89695,3.43412,0.23601,0.34892,0.21775,1.16441,16.1538,18.9771,10.3894,11.76840333,27.72136667,33.12393333,17.03366667,15.17343333,0.577026667,3.189026667,17.12493
1169,1319,2009,IRQ,50,43432,54925,72.49,3.15,9.10085,14.0478,15.8147,20.4176,27.3802,31.8747,33.6459,33.0437,28.7908,24.7184,16.2675,12.8523,9.38504,19.1459,24.3859,21.4737,2.92203,2.35827,0.23245,0.37002,2.24807,12.2879,37.2792,25.9697,12.98778333,26.5575,31.8268,17.94606667,25.17893333,0.95018,8.918,17.63894667
1170,1320,2010,IRQ,50,43432,47974,34.29,3.25,13.1806,14.5268,18.7181,22.2322,27.7125,32.8035,34.8178,34.697,31.5708,25.9016,17.5062,12.6092,22.3946,28.6399,18.9405,27.9049,13.7172,1.08669,0.06914,1.73229,0.21209,3.03196,2.34445,16.1574,15.47516667,27.58273333,33.6952,18.67233333,7.177936667,0.671173333,14.23626333,23.325
1171,1321,2011,IRQ,50,43432,65745,39.1,3.58,9.74118,12.1475,15.6076,21.4531,27.0564,31.942,34.5135,33.6878,30.1177,23.1386,13.1902,9.76162,31.5443,17.8397,22.2604,40.8813,10.4758,0.47617,0.57104,0.33208,0.78416,8.99288,16.9743,16.7439,12.49876,26.81716667,32.773,15.36347333,14.23702667,0.562426667,17.27775667,23.88146667
1172,1322,2012,IRQ,50,43432,79471,49.19,4.55,9.72845,10.8318,13.3023,22.4954,28.3167,32.7908,34.3576,34.4825,30.201,25.1926,17.604,12.1461,21.2855,26.2399,17.7277,16.2384,6.04883,0.75663,1.22472,0.0884,0.36422,9.39347,31.7846,33.0673,11.28751667,27.86763333,33.0137,18.31423333,24.74845667,0.559113333,7.681286667,21.75103333
1173,1323,2013,IRQ,50,43432,95808,46.19,4.72,10.3597,13.8647,16.3352,21.0109,27.1078,31.6423,34.1137,33.3927,29.6016,22.9041,17.0176,8.41357,45.2334,17.4826,22.5419,17.1058,13.5827,0.47906,0.11919,0.18256,0.24224,1.24033,34.5259,32.7149,13.51986667,26.587,32.36933333,16.11175667,22.82704333,0.18133,10.38918667,28.4193
1174,1324,2014,IRQ,50,43432,78949,34.74,5.1,9.69901,12.0011,17.7015,22.7961,28.3106,31.8811,34.5249,34.7673,30.3621,23.8041,15.0199,12.3309,29.5919,10.3698,32.7619,11.6229,7.80746,0.74824,0.26683,0.08433,0.2425,15.4824,20.4179,25.289,13.13387,27.6626,33.2181,17.05163333,20.39643333,0.197886667,6.7262,24.2412
1175,1325,2015,IRQ,50,43432,24390,36.02,4.48,10.6182,13.3662,16.4676,21.8541,28.0201,32.6769,34.8617,35.2372,31.2922,25.4867,16.8408,9.34069,10.7634,17.701,25.7236,8.52757,6.14373,1.53845,0.16682,0.60473,0.51156,19.177,15.1909,28.4948,13.484,27.51703333,33.79703333,17.22273,20.95423333,0.427703333,5.40325,18.06266667
1176,1327,1991,ITA,51,29411,204996,223.22,6.03,4.01576,3.01739,9.30409,8.94732,11.5459,17.5717,21.5649,21.8518,19.1092,12.494,8.10557,2.93425,48.852,58.3317,63.9351,85.76,97.1939,61.4037,54.4772,31.2321,99.9142,119.964,121.818,42.4834,5.445746667,12.68830667,20.84196667,7.844606667,94.75513333,61.8745,81.45253333,57.0396
1177,1328,1992,ITA,51,29411,216410,219.66,5.88,3.84785,4.59726,7.19363,10.1607,15.556,17.5093,20.6504,22.8885,17.9311,12.8325,9.63632,5.44991,43.3473,29.9027,66.1147,93.2517,45.8413,98.1397,72.734,51.5073,70.6754,181.035,72.3119,114.941,5.212913333,14.40866667,20.49,9.306243333,122.7626333,64.97223333,79.07756667,46.4549
1178,1329,1993,ITA,51,29411,231740,222.68,5.63,4.31816,3.67607,5.96016,10.5275,15.6937,19.2086,19.9671,21.9268,17.226,13.3141,7.5101,5.90195,19.7488,31.9076,67.4166,76.8958,48.6966,50.0294,53.756,48.0089,132.755,157.072,116.827,77.3848,4.651463333,15.14326667,19.70663333,8.908716667,117.0946,78.1733,58.5406,39.691
1179,1330,1994,ITA,51,29411,235951,227.18,5.77,5.4061,4.83041,9.26329,9.69517,15.0297,18.4931,22.9229,23.0644,18.2832,13.1875,10.1993,6.01249,105.66,60.9582,15.6468,103.003,70.1661,64.8287,47.9669,49.7435,143.596,75.907,92.0842,64.2561,6.499933333,14.40599,21.4235,9.799763333,77.41576667,80.43546667,79.3326,60.755
1180,1331,1995,ITA,51,29411,239259,219.97,5.52,3.57424,6.55578,6.16279,9.88405,14.1267,17.1239,22.6227,20.4959,15.9647,14.1443,7.85486,5.79699,75.7372,68.4003,67.0366,74.8415,94.4224,83.0528,38.2174,91.9619,119.668,24.4878,78.4013,116.125,5.430936667,13.71155,19.69443333,9.265383333,73.0047,83.28243333,84.10556667,70.39136667
1181,1332,1996,ITA,51,29411,245000,223.84,5.81,5.27997,3.46738,5.75855,10.5203,14.6395,18.951,20.0901,20.4249,15.003,12.5314,9.35151,5.12406,99.4851,80.9795,56.2162,78.6603,91.6756,60.7241,51.7871,101.028,115.695,130.398,140.535,126.447,4.8353,14.7036,18.506,9.002323333,132.46,89.50336667,77.02,78.8936
1182,1333,1997,ITA,51,29411,232835,213.01,6.2,5.17325,5.96297,8.5272,8.79435,15.1598,18.7293,20.2703,21.1808,18.6219,13.1502,9.10279,5.8087,78.704,26.103,27.5966,65.5573,38.6656,101.235,60.4553,62.5063,38.8249,73.3029,151.775,123.165,6.554473333,14.22781667,20.02433333,9.353896667,116.0809667,53.92883333,68.48596667,44.13453333
1183,1334,1998,ITA,51,29411,222705,209.87,6.26,5.08335,6.76904,6.81285,10.5573,15.071,19.5244,21.8455,22.1332,17.3852,13.2326,6.93635,3.7527,64.542,37.4672,39.2787,102.704,73.1644,63.1169,50.7185,40.9474,129.201,121.484,70.6651,57.9584,6.221746667,15.0509,20.45463333,7.973883333,83.36916667,73.6223,79.66176667,47.09596667
1184,1335,1999,ITA,51,29411,220795,208.78,6.46,4.34152,3.24141,7.62146,10.63,16.0872,18.8609,21.5382,22.0622,19.2502,14.1825,7.95205,4.8147,78.1172,57.9055,66.9481,78.6433,67.0807,68.2726,50.0978,72.8254,102.02,95.4174,115.433,77.695,5.06813,15.1927,20.9502,8.983083333,96.1818,74.98106667,71.3322,67.65693333
1185,1336,2000,ITA,51,29411,220348,204.27,5.58,2.67099,5.31232,7.505,11.6351,16.6256,19.9633,20.1555,22.1541,18.0468,13.9587,9.91343,6.46029,27.6804,32.7017,65.3049,85.1971,58.0123,53.7226,68.8345,51.9453,71.9685,138.253,168.814,92.4255,5.16277,16.07466667,20.1188,10.11080667,133.1641667,64.24943333,65.644,41.89566667
1186,1337,2001,ITA,51,29411,217622,168.59,5.85,5.49452,5.7393,9.5156,9.65378,16.2021,18.2992,21.6171,22.6335,15.957,15.8366,8.02331,2.69979,124.131,51.7833,114.018,82.2474,62.6044,64.6576,56.6696,43.4243,107.707,42.8526,76.5817,43.116,6.916473333,14.71836,20.0692,8.853233333,54.18343333,69.26696667,69.83646667,96.6441
1187,1338,2002,ITA,51,29411,218676,171.12,6.27,3.37713,6.76659,9.03322,10.6967,15.2204,20.3511,21.3025,20.7305,16.6544,13.3262,10.6858,6.28554,25.8011,73.3016,42.2163,80.7397,120.459,60.601,93.5957,128.624,107.166,83.792,147.303,114.365,6.392313333,15.42273333,19.56246667,10.09918,115.1533333,109.7952333,87.26656667,47.10633333
1188,1339,2003,ITA,51,29414,218675,177.7,6.41,4.13479,2.33829,7.58053,10.258,16.7838,21.2764,23.0771,23.9728,17.7521,12.3638,10.1217,5.59031,94.7979,31.6713,30.845,70.3071,40.3281,50.7798,39.7255,37.1375,57.8736,123.99,118.338,103.086,4.684536667,16.10606667,21.60066667,9.358603333,115.138,44.9122,53.805,52.43806667
1189,1340,2004,ITA,51,29414,229722,181.42,6.63,3.5621,5.08946,6.85365,10.595,13.3329,18.6399,21.2523,21.5972,18.0322,15.1392,8.66705,6.1343,77.6154,82.7272,77.4064,87.8164,78.9668,52.31,43.438,56.7504,57.8652,108.248,109.248,115.924,5.168403333,14.18926667,20.2939,9.980183333,111.14,52.68453333,73.03106667,79.24966667
1190,1341,2005,ITA,51,29414,224015,171.75,6.31,3.12604,2.24905,6.67897,10.3168,15.6841,19.8305,21.8111,20.2248,18.1831,13.9921,8.33492,3.60968,51.8739,53.4374,46.3624,85.3641,58.3393,36.488,54.9704,90.581,98.026,117.717,117.439,106.045,4.01802,15.27713333,20.073,8.645566667,113.7336667,81.19246667,60.0638,50.5579
1191,1342,2006,ITA,51,29414,226077,177.03,6.28,2.66006,4.14445,6.44984,11.1155,15.3007,19.3704,23.5112,19.7056,19.0106,15.2524,9.82558,6.51285,57.9826,67.4998,76.3393,68.265,59.3958,45.0024,52.1856,97.3259,109.524,46.0358,40.3535,91.5862,4.418116667,15.2622,20.74246667,10.53027667,59.32516667,86.34516667,57.5544,67.2739
1192,1343,2007,ITA,51,29414,232500,190.23,6.62,6.4561,7.1364,8.25523,12.9679,16.1231,19.8538,21.7394,21.1405,16.7321,12.9443,7.69363,4.45087,55.3386,67.5665,77.1099,27.7376,104.045,73.5918,44.6398,75.1631,75.4546,70.3418,80.8215,64.0445,7.282576667,16.31493333,19.87066667,8.362933333,71.73593333,65.08583333,68.45813333,66.67166667
1193,1344,2008,ITA,51,29414,224200,143.48,6.19,5.6895,5.83318,7.35717,10.6462,15.8565,19.4962,21.6271,21.9038,17.0197,14.1087,9.07332,5.05206,70.3499,29.7926,85.1047,96.7129,77.8866,79.4078,65.3496,47.3283,80.0103,89.2474,153.074,138.546,6.293283333,15.33296667,20.18353333,9.41136,126.9558,64.2294,84.6691,61.74906667
1194,1345,2009,ITA,51,29414,238500,120.11,6.79,3.89203,3.95335,7.16253,12.0011,16.8291,18.9194,21.9538,22.9449,18.8541,12.9961,9.7452,5.07416,106.3,86.7743,98.1459,89.9671,36.8443,81.2226,54.1139,37.0952,76.4068,97.9877,90.7384,113.46,5.002636667,15.91653333,21.25093333,9.27182,100.7287,55.87196667,69.34466667,97.0734
1195,1346,2010,ITA,51,29414,247700,122.75,6.12,3.04447,4.87282,7.05782,11.3313,14.2294,18.9213,22.946,21.2346,17.056,12.6292,9.33238,3.96193,84.8625,77.8499,61.8733,50.2283,112.484,70.912,58.2268,84.4806,91.1304,120.834,138.347,99.8081,4.991703333,14.82733333,20.4122,8.64117,119.6630333,77.94593333,77.87476667,74.8619
1196,1347,2011,ITA,51,29414,246500,134.32,6.05,4.22496,5.2406,7.78398,12.3634,15.8913,19.2431,20.7168,22.3195,20.0811,13.3784,9.94237,6.14018,63.738,45.9323,73.046,43.9294,61.9859,77.6818,75.3201,43.8584,65.9732,80.0757,75.373,91.7945,5.749846667,15.8326,21.03913333,9.820316667,82.4144,61.71723333,61.19903333,60.90543333
1197,1348,2012,ITA,51,29414,235052,122.51,6.81,4.06005,1.62498,9.24457,10.9042,15.0009,20.3516,22.3872,23.1782,18.5452,14.4468,10.6846,4.64118,60.2156,51.9227,28.361,95.0291,62.531,51.2369,47.9244,57.5273,84.8842,92.8376,136.563,88.5784,4.976533333,15.4189,21.3702,9.924193333,105.993,63.4453,69.599,46.8331
1198,1349,2013,ITA,51,29414,216019,129.3,6.63,4.48921,3.18437,6.94527,11.6374,14.0438,18.2495,22.4756,22.5234,18.112,14.994,9.12796,5.88498,94.2337,79.857,103.037,67.752,105.029,55.4617,41.5792,48.4858,70.1022,100.375,131.062,77.8318,4.87295,14.64356667,21.037,10.00231333,103.0896,53.38906667,76.0809,92.3759
