Country,Location,Year,Variable,Source,Value,Unit
BANGLADESH,Kishoreganj,1988,PRODUCTION - PADDY,Country Sources,1352324.00,ton
BANGLADESH,Kishoreganj,1987,PRODUCTION - PADDY,Country Sources,1503748.00,ton
BANGLADESH,Kishoreganj,1986,PRODUCTION - PADDY,Country Sources,1319340.00,ton
BANGLADESH,Kishoreganj,1985,PRODUCTION - PADDY,Country Sources,1238973.00,ton
BANGLADESH,Kishoreganj,1984,PRODUCTION - PADDY,Country Sources,1430979.00,ton
BANGLADESH,Kishoreganj,1983,PRODUCTION - PADDY,Country Sources,1243220.00,ton
BANGLADESH,Kishoreganj,1982,PRODUCTION - PADDY,Country Sources,1341934.00,ton
BANGLADESH,Kishoreganj,1981,PRODUCTION - PADDY,Country Sources,1341420.00,ton
BANGLADESH,Kishoreganj,1980,PRODUCTION - PADDY,Country Sources,1280907.00,ton
BANGLADESH,Kishoreganj,1979,PRODUCTION - PADDY,Country Sources,1079925.00,ton
BANGLADESH,Kishoreganj,1978,PRODUCTION - PADDY,Country Sources,1019240.00,ton
BANGLADESH,Kishoreganj,1977,PRODUCTION - PADDY,Country Sources,1103069.00,ton
BANGLADESH,Kishoreganj,1976,PRODUCTION - PADDY,Country Sources,599507.00,ton
BANGLADESH,Kishoreganj,1975,PRODUCTION - PADDY,Country Sources,735268.00,ton
BANGLADESH,Kishoreganj,1974,PRODUCTION - PADDY,Country Sources,638783.00,ton
BANGLADESH,Kishoreganj,1973,PRODUCTION - PADDY,Country Sources,636391.00,ton
BANGLADESH,Kishoreganj,1972,PRODUCTION - PADDY,Country Sources,583616.00,ton
BANGLADESH,Kishoreganj,1971,PRODUCTION - PADDY,Country Sources,886453.00,ton
BANGLADESH,Kishoreganj,1970,PRODUCTION - PADDY,Country Sources,947652.00,ton
BANGLADESH,Kishoreganj,1969,PRODUCTION - PADDY,Country Sources,1012736.00,ton
BANGLADESH,Kishoreganj,1968,PRODUCTION - PADDY,Country Sources,975742.00,ton
BANGLADESH,Kishoreganj,1967,PRODUCTION - PADDY,Country Sources,904855.00,ton
BANGLADESH,Kishoreganj,1966,PRODUCTION - PADDY,Country Sources,746963.00,ton
BANGLADESH,Kishoreganj,1965,PRODUCTION - PADDY,Country Sources,802000.00,ton
BANGLADESH,Kishoreganj,1964,PRODUCTION - PADDY,Country Sources,710211.00,ton
BANGLADESH,Kishoreganj,1963,PRODUCTION - PADDY,Country Sources,724288.00,ton
BANGLADESH,Kishoreganj,1962,PRODUCTION - PADDY,Country Sources,715124.00,ton
BANGLADESH,Kishoreganj,2015,PRODUCTION - PADDY,Country Sources (BBS),2001894.00,ton
BANGLADESH,Kishoreganj,2014,PRODUCTION - PADDY,Country Sources (BBS),1938463.00,ton
BANGLADESH,Kishoreganj,2013,PRODUCTION - PADDY,Country Sources (BBS),1921205.00,ton
BANGLADESH,Kishoreganj,2012,PRODUCTION - PADDY,Country Sources (BBS),1968338.00,ton
BANGLADESH,Kishoreganj,2011,PRODUCTION - PADDY,Country Sources (BBS),1878603.00,ton
BANGLADESH,Kishoreganj,2010,PRODUCTION - PADDY,Country Sources (BBS),1913859.00,ton
BANGLADESH,Kishoreganj,2009,PRODUCTION - PADDY,Country Sources (BBS),1658358.00,ton
BANGLADESH,Kishoreganj,2008,PRODUCTION - PADDY,Country Sources (BBS),1744838.00,ton
BANGLADESH,Kishoreganj,2007,PRODUCTION - PADDY,Country Sources (BBS),1666728.00,ton
BANGLADESH,Kishoreganj,2006,YIELD - PADDY,Country Sources,4.27,t/Ha
BANGLADESH,Kishoreganj,2005,YIELD - PADDY,Country Sources,4.67,t/Ha
BANGLADESH,Kishoreganj,2004,YIELD - PADDY,Country Sources,3.82,t/Ha
BANGLADESH,Kishoreganj,2003,YIELD - PADDY,Country Sources,3.97,t/Ha
BANGLADESH,Kishoreganj,2002,YIELD - PADDY,Country Sources,3.93,t/Ha
BANGLADESH,Kishoreganj,2001,YIELD - PADDY,Country Sources,3.96,t/Ha
BANGLADESH,Kishoreganj,2000,YIELD - PADDY,Country Sources,3.87,t/Ha
BANGLADESH,Kishoreganj,1999,YIELD - PADDY,Country Sources,3.63,t/Ha
BANGLADESH,Kishoreganj,1998,YIELD - PADDY,Country Sources,3.21,t/Ha
BANGLADESH,Kishoreganj,1997,YIELD - PADDY,Country Sources,3.07,t/Ha
BANGLADESH,Kishoreganj,1996,YIELD - PADDY,Country Sources,3.18,t/Ha
BANGLADESH,Kishoreganj,1995,YIELD - PADDY,Country Sources,2.96,t/Ha
BANGLADESH,Kishoreganj,1994,YIELD - PADDY,Country Sources,3.31,t/Ha
BANGLADESH,Kishoreganj,1993,YIELD - PADDY,Country Sources,3.10,t/Ha
BANGLADESH,Kishoreganj,1992,YIELD - PADDY,Country Sources,3.12,t/Ha
BANGLADESH,Kishoreganj,1991,YIELD - PADDY,Country Sources,3.06,t/Ha
BANGLADESH,Kishoreganj,1990,YIELD - PADDY,Country Sources,2.87,t/Ha
BANGLADESH,Kishoreganj,1989,YIELD - PADDY,Country Sources,2.94,t/Ha
BANGLADESH,Kishoreganj,1988,YIELD - PADDY,Country Sources,3.03,t/Ha
BANGLADESH,Kishoreganj,1987,YIELD - PADDY,Country Sources,2.97,t/Ha
BANGLADESH,Kishoreganj,1986,YIELD - PADDY,Country Sources,2.53,t/Ha
BANGLADESH,Kishoreganj,1985,YIELD - PADDY,Country Sources,2.46,t/Ha
BANGLADESH,Kishoreganj,1984,YIELD - PADDY,Country Sources,2.60,t/Ha
BANGLADESH,Kishoreganj,1983,YIELD - PADDY,Country Sources,2.34,t/Ha
BANGLADESH,Kishoreganj,1982,YIELD - PADDY,Country Sources,2.46,t/Ha
BANGLADESH,Kishoreganj,1981,YIELD - PADDY,Country Sources,2.05,t/Ha
BANGLADESH,Kishoreganj,1980,YIELD - PADDY,Country Sources,2.43,t/Ha
BANGLADESH,Kishoreganj,1979,YIELD - PADDY,Country Sources,2.16,t/Ha
BANGLADESH,Kishoreganj,1978,YIELD - PADDY,Country Sources,2.27,t/Ha
BANGLADESH,Kishoreganj,1977,YIELD - PADDY,Country Sources,2.41,t/Ha
BANGLADESH,Kishoreganj,1976,YIELD - PADDY,Country Sources,1.34,t/Ha
BANGLADESH,Kishoreganj,1975,YIELD - PADDY,Country Sources,1.42,t/Ha
BANGLADESH,Kishoreganj,1974,YIELD - PADDY,Country Sources,1.34,t/Ha
BANGLADESH,Kishoreganj,1973,YIELD - PADDY,Country Sources,1.25,t/Ha
BANGLADESH,Kishoreganj,1972,YIELD - PADDY,Country Sources,1.18,t/Ha
BANGLADESH,Kishoreganj,1971,YIELD - PADDY,Country Sources,1.82,t/Ha
BANGLADESH,Kishoreganj,1970,YIELD - PADDY,Country Sources,1.95,t/Ha
BANGLADESH,Kishoreganj,1969,YIELD - PADDY,Country Sources,2.06,t/Ha
BANGLADESH,Kishoreganj,1968,YIELD - PADDY,Country Sources,2.22,t/Ha
BANGLADESH,Kishoreganj,1967,YIELD - PADDY,Country Sources,1.96,t/Ha
BANGLADESH,Kishoreganj,1966,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Kishoreganj,1965,YIELD - PADDY,Country Sources,1.87,t/Ha
BANGLADESH,Kishoreganj,1964,YIELD - PADDY,Country Sources,1.74,t/Ha
BANGLADESH,Kishoreganj,1963,YIELD - PADDY,Country Sources,1.85,t/Ha
BANGLADESH,Kishoreganj,1962,YIELD - PADDY,Country Sources,1.78,t/Ha
BANGLADESH,Kishoreganj,2015,YIELD - PADDY,Country Sources (BBS),3.40,t/Ha
BANGLADESH,Kishoreganj,2014,YIELD - PADDY,Country Sources (BBS),3.43,t/Ha
BANGLADESH,Kishoreganj,2013,YIELD - PADDY,Country Sources (BBS),3.34,t/Ha
BANGLADESH,Kishoreganj,2012,YIELD - PADDY,Country Sources (BBS),3.48,t/Ha
BANGLADESH,Kishoreganj,2011,YIELD - PADDY,Country Sources (BBS),3.33,t/Ha
BANGLADESH,Kishoreganj,2010,YIELD - PADDY,Country Sources (BBS),3.34,t/Ha
BANGLADESH,Kishoreganj,2009,YIELD - PADDY,Country Sources (BBS),3.06,t/Ha
BANGLADESH,Kishoreganj,2008,YIELD - PADDY,Country Sources (BBS),3.23,t/Ha
BANGLADESH,Kishoreganj,2007,YIELD - PADDY,Country Sources (BBS),3.23,t/Ha
BANGLADESH,Kushtia,2006,PRODUCTION - PADDY,Country Sources,960000.00,ton
BANGLADESH,Kushtia,2005,PRODUCTION - PADDY,Country Sources,883525.50,ton
BANGLADESH,Kushtia,2004,PRODUCTION - PADDY,Country Sources,882426.00,ton
BANGLADESH,Kushtia,2003,PRODUCTION - PADDY,Country Sources,891945.00,ton
BANGLADESH,Kushtia,2002,PRODUCTION - PADDY,Country Sources,875985.00,ton
BANGLADESH,Kushtia,2001,PRODUCTION - PADDY,Country Sources,870030.00,ton
BANGLADESH,Kushtia,2000,PRODUCTION - PADDY,Country Sources,861330.00,ton
BANGLADESH,Kushtia,1999,PRODUCTION - PADDY,Country Sources,808050.00,ton
BANGLADESH,Kushtia,1998,PRODUCTION - PADDY,Country Sources,663240.00,ton
BANGLADESH,Kushtia,1997,PRODUCTION - PADDY,Country Sources,605430.00,ton
BANGLADESH,Kushtia,1996,PRODUCTION - PADDY,Country Sources,601125.00,ton
BANGLADESH,Kushtia,1995,PRODUCTION - PADDY,Country Sources,545550.00,ton
BANGLADESH,Kushtia,1994,PRODUCTION - PADDY,Country Sources,510225.00,ton
BANGLADESH,Kushtia,1993,PRODUCTION - PADDY,Country Sources,572445.00,ton
BANGLADESH,Kushtia,1992,PRODUCTION - PADDY,Country Sources,593703.15,ton
BANGLADESH,Kushtia,1991,PRODUCTION - PADDY,Country Sources,596702.00,ton
BANGLADESH,Kushtia,1990,PRODUCTION - PADDY,Country Sources,619190.00,ton
BANGLADESH,Kushtia,1989,PRODUCTION - PADDY,Country Sources,569715.00,ton
BANGLADESH,Kushtia,1988,PRODUCTION - PADDY,Country Sources,571214.00,ton
BANGLADESH,Kushtia,1987,PRODUCTION - PADDY,Country Sources,545727.00,ton
BANGLADESH,Kushtia,1986,PRODUCTION - PADDY,Country Sources,497751.00,ton
BANGLADESH,Kushtia,1985,PRODUCTION - PADDY,Country Sources,465063.00,ton
BANGLADESH,Kushtia,1984,PRODUCTION - PADDY,Country Sources,415402.00,ton
BANGLADESH,Kushtia,1983,PRODUCTION - PADDY,Country Sources,336655.00,ton
BANGLADESH,Kushtia,1982,PRODUCTION - PADDY,Country Sources,260660.00,ton
BANGLADESH,Kushtia,1981,PRODUCTION - PADDY,Country Sources,308864.00,ton
BANGLADESH,Kushtia,1980,PRODUCTION - PADDY,Country Sources,335837.00,ton
BANGLADESH,Kushtia,1979,PRODUCTION - PADDY,Country Sources,282760.00,ton
BANGLADESH,Kushtia,1978,PRODUCTION - PADDY,Country Sources,371090.00,ton
BANGLADESH,Kushtia,1977,PRODUCTION - PADDY,Country Sources,321703.00,ton
BANGLADESH,Kushtia,1976,PRODUCTION - PADDY,Country Sources,297856.00,ton
BANGLADESH,Kushtia,1975,PRODUCTION - PADDY,Country Sources,292555.00,ton
BANGLADESH,Kushtia,1974,PRODUCTION - PADDY,Country Sources,339945.00,ton
BANGLADESH,Kushtia,1973,PRODUCTION - PADDY,Country Sources,300727.00,ton
BANGLADESH,Kushtia,1972,PRODUCTION - PADDY,Country Sources,235925.00,ton
BANGLADESH,Kushtia,1971,PRODUCTION - PADDY,Country Sources,149064.00,ton
BANGLADESH,Kushtia,1970,PRODUCTION - PADDY,Country Sources,287055.00,ton
BANGLADESH,Kushtia,1969,PRODUCTION - PADDY,Country Sources,251265.00,ton
BANGLADESH,Kushtia,1968,PRODUCTION - PADDY,Country Sources,254052.00,ton
BANGLADESH,Kushtia,1967,PRODUCTION - PADDY,Country Sources,336015.00,ton
BANGLADESH,Kushtia,1966,PRODUCTION - PADDY,Country Sources,278540.00,ton
BANGLADESH,Kushtia,1965,PRODUCTION - PADDY,Country Sources,394495.00,ton
BANGLADESH,Kushtia,1964,PRODUCTION - PADDY,Country Sources,410094.00,ton
BANGLADESH,Kushtia,1963,PRODUCTION - PADDY,Country Sources,342169.00,ton
BANGLADESH,Kushtia,1962,PRODUCTION - PADDY,Country Sources,311276.00,ton
BANGLADESH,Kushtia,1961,PRODUCTION - PADDY,Country Sources,260786.00,ton
BANGLADESH,Kushtia,1960,PRODUCTION - PADDY,Country Sources,366420.00,ton
BANGLADESH,Kushtia,1959,PRODUCTION - PADDY,Country Sources,278136.00,ton
BANGLADESH,Kushtia,1958,PRODUCTION - PADDY,Country Sources,206151.00,ton
BANGLADESH,Kushtia,1957,PRODUCTION - PADDY,Country Sources,276339.00,ton
BANGLADESH,Kushtia,1956,PRODUCTION - PADDY,Country Sources,317750.00,ton
BANGLADESH,Kushtia,1955,PRODUCTION - PADDY,Country Sources,244624.00,ton
BANGLADESH,Kushtia,1954,PRODUCTION - PADDY,Country Sources,288822.00,ton
BANGLADESH,Kushtia,1953,PRODUCTION - PADDY,Country Sources,261510.00,ton
BANGLADESH,Kushtia,1952,PRODUCTION - PADDY,Country Sources,235574.00,ton
BANGLADESH,Kushtia,1951,PRODUCTION - PADDY,Country Sources,228201.00,ton
BANGLADESH,Kushtia,1950,PRODUCTION - PADDY,Country Sources,311978.00,ton
BANGLADESH,Kushtia,1949,PRODUCTION - PADDY,Country Sources,278349.00,ton
BANGLADESH,Kushtia,1948,PRODUCTION - PADDY,Country Sources,22927.00,ton
BANGLADESH,Kushtia,1947,PRODUCTION - PADDY,Country Sources,209609.00,ton
BANGLADESH,Kushtia,2015,PRODUCTION - PADDY,Country Sources (BBS),920828.00,ton
BANGLADESH,Kushtia,2014,PRODUCTION - PADDY,Country Sources (BBS),943783.00,ton
BANGLADESH,Kushtia,2013,PRODUCTION - PADDY,Country Sources (BBS),916978.00,ton
BANGLADESH,Kushtia,2012,PRODUCTION - PADDY,Country Sources (BBS),911433.00,ton
BANGLADESH,Kushtia,2011,PRODUCTION - PADDY,Country Sources (BBS),964570.00,ton
BANGLADESH,Kushtia,2010,PRODUCTION - PADDY,Country Sources (BBS),875936.00,ton
BANGLADESH,Kushtia,2009,PRODUCTION - PADDY,Country Sources (BBS),842982.00,ton
BANGLADESH,Kushtia,2008,PRODUCTION - PADDY,Country Sources (BBS),816020.00,ton
BANGLADESH,Kushtia,2007,PRODUCTION - PADDY,Country Sources (BBS),471133.00,ton
BANGLADESH,Kushtia,2006,YIELD - PADDY,Country Sources,4.17,t/Ha
BANGLADESH,Kushtia,2005,YIELD - PADDY,Country Sources,3.66,t/Ha
BANGLADESH,Kushtia,2004,YIELD - PADDY,Country Sources,3.98,t/Ha
BANGLADESH,Kushtia,2003,YIELD - PADDY,Country Sources,3.74,t/Ha
BANGLADESH,Kushtia,2002,YIELD - PADDY,Country Sources,3.61,t/Ha
BANGLADESH,Kushtia,2001,YIELD - PADDY,Country Sources,3.57,t/Ha
BANGLADESH,Kushtia,2000,YIELD - PADDY,Country Sources,3.53,t/Ha
BANGLADESH,Kushtia,1999,YIELD - PADDY,Country Sources,3.51,t/Ha
BANGLADESH,Kushtia,1998,YIELD - PADDY,Country Sources,2.96,t/Ha
BANGLADESH,Kushtia,1997,YIELD - PADDY,Country Sources,2.83,t/Ha
BANGLADESH,Kushtia,1996,YIELD - PADDY,Country Sources,2.82,t/Ha
BANGLADESH,Kushtia,1995,YIELD - PADDY,Country Sources,2.65,t/Ha
BANGLADESH,Kushtia,1994,YIELD - PADDY,Country Sources,2.48,t/Ha
BANGLADESH,Kushtia,1993,YIELD - PADDY,Country Sources,2.53,t/Ha
BANGLADESH,Kushtia,1992,YIELD - PADDY,Country Sources,2.81,t/Ha
BANGLADESH,Kushtia,1991,YIELD - PADDY,Country Sources,2.67,t/Ha
BANGLADESH,Kushtia,1990,YIELD - PADDY,Country Sources,2.64,t/Ha
BANGLADESH,Kushtia,1989,YIELD - PADDY,Country Sources,2.44,t/Ha
BANGLADESH,Kushtia,1988,YIELD - PADDY,Country Sources,2.25,t/Ha
BANGLADESH,Kushtia,1987,YIELD - PADDY,Country Sources,2.35,t/Ha
BANGLADESH,Kushtia,1986,YIELD - PADDY,Country Sources,2.05,t/Ha
BANGLADESH,Kushtia,1985,YIELD - PADDY,Country Sources,2.14,t/Ha
BANGLADESH,Kushtia,1984,YIELD - PADDY,Country Sources,2.11,t/Ha
BANGLADESH,Kushtia,1983,YIELD - PADDY,Country Sources,1.83,t/Ha
BANGLADESH,Kushtia,1982,YIELD - PADDY,Country Sources,1.27,t/Ha
BANGLADESH,Kushtia,1981,YIELD - PADDY,Country Sources,1.52,t/Ha
BANGLADESH,Kushtia,1980,YIELD - PADDY,Country Sources,1.72,t/Ha
BANGLADESH,Kushtia,1979,YIELD - PADDY,Country Sources,1.55,t/Ha
BANGLADESH,Kushtia,1978,YIELD - PADDY,Country Sources,1.70,t/Ha
BANGLADESH,Kushtia,1977,YIELD - PADDY,Country Sources,1.57,t/Ha
BANGLADESH,Kushtia,1976,YIELD - PADDY,Country Sources,1.35,t/Ha
BANGLADESH,Kushtia,1975,YIELD - PADDY,Country Sources,1.44,t/Ha
BANGLADESH,Kushtia,1974,YIELD - PADDY,Country Sources,1.55,t/Ha
BANGLADESH,Kushtia,1973,YIELD - PADDY,Country Sources,1.48,t/Ha
BANGLADESH,Kushtia,1972,YIELD - PADDY,Country Sources,1.38,t/Ha
BANGLADESH,Kushtia,1971,YIELD - PADDY,Country Sources,0.97,t/Ha
BANGLADESH,Kushtia,1970,YIELD - PADDY,Country Sources,1.46,t/Ha
BANGLADESH,Kushtia,1969,YIELD - PADDY,Country Sources,1.23,t/Ha
BANGLADESH,Kushtia,1968,YIELD - PADDY,Country Sources,1.25,t/Ha
BANGLADESH,Kushtia,1967,YIELD - PADDY,Country Sources,1.62,t/Ha
BANGLADESH,Kushtia,1966,YIELD - PADDY,Country Sources,1.35,t/Ha
BANGLADESH,Kushtia,1965,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Kushtia,1964,YIELD - PADDY,Country Sources,1.89,t/Ha
BANGLADESH,Kushtia,1963,YIELD - PADDY,Country Sources,1.52,t/Ha
BANGLADESH,Kushtia,1962,YIELD - PADDY,Country Sources,1.40,t/Ha
BANGLADESH,Kushtia,1961,YIELD - PADDY,Country Sources,1.21,t/Ha
BANGLADESH,Kushtia,1960,YIELD - PADDY,Country Sources,1.56,t/Ha
BANGLADESH,Kushtia,1959,YIELD - PADDY,Country Sources,1.20,t/Ha
BANGLADESH,Kushtia,1958,YIELD - PADDY,Country Sources,0.97,t/Ha
BANGLADESH,Kushtia,1957,YIELD - PADDY,Country Sources,1.25,t/Ha
BANGLADESH,Kushtia,1956,YIELD - PADDY,Country Sources,1.46,t/Ha
BANGLADESH,Kushtia,1955,YIELD - PADDY,Country Sources,1.11,t/Ha
BANGLADESH,Kushtia,1954,YIELD - PADDY,Country Sources,1.29,t/Ha
BANGLADESH,Kushtia,1953,YIELD - PADDY,Country Sources,1.19,t/Ha
BANGLADESH,Kushtia,1952,YIELD - PADDY,Country Sources,1.15,t/Ha
BANGLADESH,Kushtia,1951,YIELD - PADDY,Country Sources,1.17,t/Ha
BANGLADESH,Kushtia,1950,YIELD - PADDY,Country Sources,1.40,t/Ha
BANGLADESH,Kushtia,1949,YIELD - PADDY,Country Sources,1.33,t/Ha
BANGLADESH,Kushtia,1948,YIELD - PADDY,Country Sources,0.13,t/Ha
BANGLADESH,Kushtia,1947,YIELD - PADDY,Country Sources,1.24,t/Ha
BANGLADESH,Kushtia,2015,YIELD - PADDY,Country Sources (BBS),3.04,t/Ha
BANGLADESH,Kushtia,2014,YIELD - PADDY,Country Sources (BBS),3.08,t/Ha
BANGLADESH,Kushtia,2013,YIELD - PADDY,Country Sources (BBS),3.03,t/Ha
BANGLADESH,Kushtia,2012,YIELD - PADDY,Country Sources (BBS),3.04,t/Ha
BANGLADESH,Kushtia,2011,YIELD - PADDY,Country Sources (BBS),3.07,t/Ha
BANGLADESH,Kushtia,2010,YIELD - PADDY,Country Sources (BBS),2.91,t/Ha
BANGLADESH,Kushtia,2009,YIELD - PADDY,Country Sources (BBS),2.86,t/Ha
BANGLADESH,Kushtia,2008,YIELD - PADDY,Country Sources (BBS),2.88,t/Ha
BANGLADESH,Kushtia,2007,YIELD - PADDY,Country Sources (BBS),2.52,t/Ha
BANGLADESH,Mymensingh,2006,PRODUCTION - PADDY,Country Sources,1870500.00,ton
BANGLADESH,Mymensingh,2005,PRODUCTION - PADDY,Country Sources,1849857.00,ton
BANGLADESH,Mymensingh,2004,PRODUCTION - PADDY,Country Sources,1817857.50,ton
BANGLADESH,Mymensingh,2003,PRODUCTION - PADDY,Country Sources,1943190.00,ton
BANGLADESH,Mymensingh,2002,PRODUCTION - PADDY,Country Sources,1810515.00,ton
BANGLADESH,Mymensingh,2001,PRODUCTION - PADDY,Country Sources,1961325.00,ton
BANGLADESH,Mymensingh,2000,PRODUCTION - PADDY,Country Sources,1885110.00,ton
BANGLADESH,Mymensingh,1999,PRODUCTION - PADDY,Country Sources,1655190.00,ton
BANGLADESH,Mymensingh,1998,PRODUCTION - PADDY,Country Sources,1146090.00,ton
BANGLADESH,Mymensingh,1997,PRODUCTION - PADDY,Country Sources,1135170.00,ton
BANGLADESH,Mymensingh,1996,PRODUCTION - PADDY,Country Sources,1231410.00,ton
BANGLADESH,Mymensingh,1995,PRODUCTION - PADDY,Country Sources,1069230.00,ton
BANGLADESH,Mymensingh,1994,PRODUCTION - PADDY,Country Sources,1138275.00,ton
BANGLADESH,Mymensingh,1993,PRODUCTION - PADDY,Country Sources,1224120.00,ton
BANGLADESH,Mymensingh,1992,PRODUCTION - PADDY,Country Sources,1194902.55,ton
BANGLADESH,Mymensingh,1991,PRODUCTION - PADDY,Country Sources,1179910.00,ton
BANGLADESH,Mymensingh,1990,PRODUCTION - PADDY,Country Sources,1130435.00,ton
BANGLADESH,Mymensingh,1989,PRODUCTION - PADDY,Country Sources,1172414.00,ton
BANGLADESH,Mymensingh,1988,PRODUCTION - PADDY,Country Sources,1037481.00,ton
BANGLADESH,Mymensingh,1987,PRODUCTION - PADDY,Country Sources,1182909.00,ton
BANGLADESH,Mymensingh,1986,PRODUCTION - PADDY,Country Sources,1146927.00,ton
BANGLADESH,Mymensingh,1985,PRODUCTION - PADDY,Country Sources,1166288.00,ton
BANGLADESH,Mymensingh,1984,PRODUCTION - PADDY,Country Sources,1115775.00,ton
BANGLADESH,Mymensingh,1983,PRODUCTION - PADDY,Country Sources,1068262.00,ton
BANGLADESH,Mymensingh,1982,PRODUCTION - PADDY,Country Sources,1080528.00,ton
BANGLADESH,Mymensingh,1981,PRODUCTION - PADDY,Country Sources,1024222.00,ton
BANGLADESH,Mymensingh,1980,PRODUCTION - PADDY,Country Sources,1042967.00,ton
BANGLADESH,Mymensingh,1979,PRODUCTION - PADDY,Country Sources,988183.00,ton
BANGLADESH,Mymensingh,1978,PRODUCTION - PADDY,Country Sources,1132729.00,ton
BANGLADESH,Mymensingh,1977,PRODUCTION - PADDY,Country Sources,1519363.00,ton
BANGLADESH,Mymensingh,1976,PRODUCTION - PADDY,Country Sources,2045733.00,ton
BANGLADESH,Mymensingh,1975,PRODUCTION - PADDY,Country Sources,2272312.00,ton
BANGLADESH,Mymensingh,1974,PRODUCTION - PADDY,Country Sources,1906006.00,ton
BANGLADESH,Mymensingh,1973,PRODUCTION - PADDY,Country Sources,2152564.00,ton
BANGLADESH,Mymensingh,1972,PRODUCTION - PADDY,Country Sources,1652366.00,ton
BANGLADESH,Mymensingh,1971,PRODUCTION - PADDY,Country Sources,1303174.00,ton
BANGLADESH,Mymensingh,1970,PRODUCTION - PADDY,Country Sources,1240885.00,ton
BANGLADESH,Mymensingh,1969,PRODUCTION - PADDY,Country Sources,1713061.00,ton
BANGLADESH,Mymensingh,1968,PRODUCTION - PADDY,Country Sources,1773781.00,ton
BANGLADESH,Mymensingh,1967,PRODUCTION - PADDY,Country Sources,1446519.00,ton
BANGLADESH,Mymensingh,1966,PRODUCTION - PADDY,Country Sources,1370741.00,ton
BANGLADESH,Mymensingh,1965,PRODUCTION - PADDY,Country Sources,1593976.00,ton
BANGLADESH,Mymensingh,1964,PRODUCTION - PADDY,Country Sources,1608250.00,ton
BANGLADESH,Mymensingh,1963,PRODUCTION - PADDY,Country Sources,1596010.00,ton
BANGLADESH,Mymensingh,1962,PRODUCTION - PADDY,Country Sources,1327684.00,ton
BANGLADESH,Mymensingh,1961,PRODUCTION - PADDY,Country Sources,2246180.00,ton
BANGLADESH,Mymensingh,1960,PRODUCTION - PADDY,Country Sources,2277019.00,ton
BANGLADESH,Mymensingh,1959,PRODUCTION - PADDY,Country Sources,2087594.00,ton
BANGLADESH,Mymensingh,1958,PRODUCTION - PADDY,Country Sources,1633423.00,ton
BANGLADESH,Mymensingh,1957,PRODUCTION - PADDY,Country Sources,504540.00,ton
BANGLADESH,Mymensingh,1956,PRODUCTION - PADDY,Country Sources,1629996.00,ton
BANGLADESH,Mymensingh,1955,PRODUCTION - PADDY,Country Sources,1280849.00,ton
BANGLADESH,Mymensingh,1954,PRODUCTION - PADDY,Country Sources,1548033.00,ton
BANGLADESH,Mymensingh,1953,PRODUCTION - PADDY,Country Sources,1744457.00,ton
BANGLADESH,Mymensingh,1952,PRODUCTION - PADDY,Country Sources,1594723.00,ton
BANGLADESH,Mymensingh,1951,PRODUCTION - PADDY,Country Sources,1660514.00,ton
BANGLADESH,Mymensingh,1950,PRODUCTION - PADDY,Country Sources,1538672.00,ton
BANGLADESH,Mymensingh,1949,PRODUCTION - PADDY,Country Sources,1415984.00,ton
BANGLADESH,Mymensingh,1948,PRODUCTION - PADDY,Country Sources,1351280.00,ton
BANGLADESH,Mymensingh,1947,PRODUCTION - PADDY,Country Sources,1574966.00,ton
BANGLADESH,Mymensingh,2015,PRODUCTION - PADDY,Country Sources (BBS),1779118.00,ton
BANGLADESH,Mymensingh,2014,PRODUCTION - PADDY,Country Sources (BBS),1779839.00,ton
BANGLADESH,Mymensingh,2013,PRODUCTION - PADDY,Country Sources (BBS),1703769.00,ton
BANGLADESH,Mymensingh,2012,PRODUCTION - PADDY,Country Sources (BBS),1586101.00,ton
BANGLADESH,Mymensingh,2011,PRODUCTION - PADDY,Country Sources (BBS),1643798.00,ton
BANGLADESH,Mymensingh,2010,PRODUCTION - PADDY,Country Sources (BBS),1607832.00,ton
BANGLADESH,Mymensingh,2009,PRODUCTION - PADDY,Country Sources (BBS),1455624.00,ton
BANGLADESH,Mymensingh,2008,PRODUCTION - PADDY,Country Sources (BBS),1458289.00,ton
BANGLADESH,Mymensingh,2007,PRODUCTION - PADDY,Country Sources (BBS),1391800.00,ton
BANGLADESH,Mymensingh,2006,YIELD - PADDY,Country Sources,3.58,t/Ha
BANGLADESH,Mymensingh,2005,YIELD - PADDY,Country Sources,3.60,t/Ha
BANGLADESH,Mymensingh,2004,YIELD - PADDY,Country Sources,3.56,t/Ha
BANGLADESH,Mymensingh,2003,YIELD - PADDY,Country Sources,3.69,t/Ha
BANGLADESH,Mymensingh,2002,YIELD - PADDY,Country Sources,3.47,t/Ha
BANGLADESH,Mymensingh,2001,YIELD - PADDY,Country Sources,3.58,t/Ha
BANGLADESH,Mymensingh,2000,YIELD - PADDY,Country Sources,3.53,t/Ha
BANGLADESH,Mymensingh,1999,YIELD - PADDY,Country Sources,3.27,t/Ha
BANGLADESH,Mymensingh,1998,YIELD - PADDY,Country Sources,2.59,t/Ha
BANGLADESH,Mymensingh,1997,YIELD - PADDY,Country Sources,2.40,t/Ha
BANGLADESH,Mymensingh,1996,YIELD - PADDY,Country Sources,2.60,t/Ha
